id,name,google_place_id,address,latitude,longitude,independent,coffee_quality,seating,quiet,outdoor_seating,laptop_friendly,meeting_suitability,google_rating,google_review_count,scoring_evidence
snapshot_coffee,Snapshot Coffee,ChIJYwNZHT0FdkgR019Wjancfds,"338 Balham High Rd, Tooting Bec, London SW17 7AA, UK",51.4358393,-0.1596071,TRUE,8,,,,,,4.9,49,"Coffee quality is strongly supported by repeated positive reviews describing excellent, beautifully crafted, smooth and exceptionally well-made coffee. One reviewer mentions having a great chat, but the evidence does not establish seating availability, noise level, laptop suitability, or broader meeting conditions; the cafe is also described as a small setup."
green_monkey,Green Monkey,ChIJTctnst4FdkgR-NZLFTd29EI,"2d Tooting Bec Rd, Tooting Bec, London SW17 8BD, UK",51.4353708,-0.1591398,TRUE,8,5,7,,TRUE,8,4.6,795,"Reviews repeatedly describe the coffees as delicious or fab, supporting a strong coffee score. The cafe is described as bright, airy and welcoming, with chilled music at a suitable volume and as a good place for coffee and conversation. One reviewer worked there most of the day, clearly supporting laptop suitability. Seating appears adequate but not especially spacious: it is described as cozy and was packed on one visit. Overall, the welcoming atmosphere and conversation-friendly environment make it well suited to meetings."
the_lab93_coffee,The Lab93 Coffee,ChIJyxf-_2YFdkgR5GQRG7ngV2Y,"4 Balham Station Rd, London SW12 9SG, UK",51.4432687,-0.1519111,TRUE,8,5,,,,5,4.7,168,"Coffee quality is repeatedly praised as delicious, great and very tasty across all five reviews, supporting a strong score. Seating appears limited but available: one review calls it a 'little hole in the wall' with some indoor seating, while another says it is comfy enough to sit in. There is no clear evidence about noise levels or laptop suitability. It seems workable for a casual meeting, but the limited-space description prevents a higher meeting score."
earlsfield_grocer,Earlsfield Grocer,ChIJwR9BdGoPdkgRJFNlXF22RCc,"383 Garratt Ln, London SW18 4SL, UK",51.444977599999994,-0.1892055,TRUE,7,,,TRUE,,,4.9,108,"Coffee receives repeated positive comments, including claims of excellent, delicious coffee and praise for the flat white, though one review describes the cappuccino as mediocre. The cafe is described as basically a shop with an outdoor terrace, but there is not enough evidence to assess seating capacity, quietness, laptop suitability, or meeting quality."
artisan_coffee,Artisan Coffee,ChIJW0a-n_YFdkgR7XdjA6YeZIk,"12 Regent Street Saint James's, London SW1Y 4PE, UK",51.508604299999995,-0.133517,TRUE,7,,7,,,6,4.8,516,"Coffee quality is supported by several positive reviews describing excellent drinks, good beans, and the best coffee in the area, though one review reports consistently burnt, over-extracted coffee. One reviewer specifically describes a lovely quiet atmosphere, while another mentions a long morning queue. The bar area and friendly service suggest the cafe may be workable for a meeting, but there is insufficient evidence about seating capacity or laptop suitability."
carbon_kopi,Carbon Kopi,ChIJry88BTMPdkgRIwcvwuIfD9E,"11 Margravine Rd, London W6 8LS, UK",51.486410199999995,-0.2148253,TRUE,7,6,5,TRUE,TRUE,6,4.7,540,"Coffee feedback is mixed but leans positive: one review praises a perfectly made oat flat white and another calls the coffee perfectly dialed in, while batch brew was described as merely good and another drink as watered down. Seating appears adequate, with outside seating, a small rear open area, and around 10 people working on laptops or using Zoom, though the total capacity is unclear. The cafe is described as bustling rather than especially quiet. Laptop use is clearly established, and the space seems workable for a meeting but not demonstrably calm or spacious."
half_moon_cafe,Half Moon Cafe,ChIJo_aeELoPdkgRorOLv0Lu4g8,"125 Fulham Palace Rd, London W6 8JA, UK",51.4878797,-0.22214209999999998,TRUE,,4,6,TRUE,,6,4.6,715,"Reviews strongly praise the food, tea, service and friendly community atmosphere, but provide no meaningful evidence about coffee quality or laptop use. One reviewer describes the cafe as quiet and calm, while another says the small cafe was full of laughter and good vibes, suggesting a generally workable but not consistently quiet meeting setting. The cafe is explicitly described as small, with one report of it being full, so seating may be somewhat limited."
elder_press_cafe,Elder Press Cafe,ChIJK8oXVTUPdkgRQjpszfHYr7k,"3 S Black Lion Ln, London W6 9TJ, UK",51.4901543,-0.24208459999999998,TRUE,8,6,,TRUE,,8,4.7,584,"Coffee is repeatedly described as delicious or excellent, supporting a strong coffee score. Seating includes outdoor and upstairs areas, and staff accommodated a party of six, but the cafe is reported to get very busy and bookings are recommended. There is no clear evidence about noise levels or laptop use. A reviewer explicitly recommends it for client meetings and has used it for meetings several times."
wild_thyme_london,Wild Thyme London,ChIJY1stUiwOdkgRNsy-zqRbmN8,"2b Thorpebank Rd, London W12 0PQ, UK",51.5070741,-0.23854799999999995,TRUE,8,5,5,TRUE,,6,4.8,1214,"Coffee is repeatedly praised as excellent, sublime, and very good. Seating appears adequate but mixed: staff found a spot without a reservation and there is outdoor seating, while another review describes the restaurant as small and very busy. The off-main-road location and bright, airy interiors support conversation, but the busy atmosphere suggests only moderate quiet and meeting suitability. No clear evidence about laptop use."
deluxe_coffeeworks_roastery_and_espresso_bar,Deluxe Coffeeworks Roastery & Espresso Bar,ChIJmbZcfdoRdkgRaTGUHX83cZU,"2B MacFarlane Rd, London W12 7JZ, UK",51.505859099999995,-0.22579049999999998,TRUE,8,,8,,,7,4.7,131,"Reviews repeatedly describe the coffee as well made, very good or delicious, with noticeable bean quality and a good selection of beans. The atmosphere is described as calm, quiet and comfortable, including as an oasis in a busy area, supporting a strong meeting score. There is some indication that customers can sit comfortably for a while, but not enough evidence to assess seating capacity. No clear evidence addresses laptop use."
21_grams_fulham,21 Grams Fulham,ChIJzdHLIV8PdkgReF9ngUC379I,"65b New Kings Rd, London SW6 4SG, UK",51.4759612,-0.19312669999999998,TRUE,8,5,7,TRUE,,8,4.7,139,"Reviews give clear positive evidence for coffee, including praise for unique blends and one claim that it is the best coffee in London, though one reviewer found it merely decent. The cafe is described as small but has both indoor and outdoor seating. Repeated descriptions of a cosy, relaxed atmosphere and suitability for catching up with a friend support a strong meeting score and generally calm environment. There is insufficient evidence about laptop use."
blue_door_coffee,Blue Door Coffee,ChIJDS2pujcPdkgRVGhSMBzszNA,"778 Fulham Rd., London SW6 5SJ, UK",51.472136899999995,-0.2103835,TRUE,9,,,,,,4.9,80,"Reviews repeatedly describe the coffee as excellent, delicious, and “outrageously good,” supporting an unusually strong coffee score. One reviewer mentions a lovely space and several note friendly service and a welcoming/great vibe, but there is not enough specific evidence to score seating, quietness, laptop suitability, or meeting suitability."
beanut_roastery,Beanut Roastery,ChIJTSy-pKoPdkgRudF4bvC2m0g,"399 North End Rd, London SW6 1NR, UK",51.4830988,-0.20051729999999998,TRUE,7,,,,,,4.9,61,"One review gives clear positive evidence for fresh, high-quality roasted coffee beans that improved the reviewer’s espresso. Other reviews praise the shop’s food, gifts, organization and welcoming staff, but provide no reliable evidence about seating, noise, laptop use or suitability for meetings."
mabelle_s,Mabelle's,ChIJRz6cU2gPdkgRnDLRqAkku2Q,"305 New Kings Rd, London SW6 4RF, UK",51.4720264,-0.2035101,TRUE,8,7,8,TRUE,TRUE,8,4.8,291,"Reviews describe great and excellent coffee, as well as fresh food and enjoyable drinks. Seating appears good, with a secret garden, an outdoor area, and successful accommodation of a 16-person group. One reviewer specifically found it quiet and peaceful and a great place to work. The warm, relaxing atmosphere and suitability for catching up support a strong meeting score."
maicafe,MAICAFE,ChIJ8wTuHwMPdkgR7VfENYulCWs,"MAICAFE, 115-117 Uxbridge Rd, London W12 8NL, UK",51.506288999999995,-0.23330179999999998,TRUE,8,,,,,7,4.8,70,"Multiple reviews describe the coffee as great, exceptional, or delicious, supporting a strong coffee score. One reviewer calls it a perfect spot for a catch-up, and others praise the welcoming atmosphere and modern decor, supporting good meeting suitability. There is insufficient evidence about seating capacity, noise levels, or laptop use."
glasshouse_coffee,Glasshouse Coffee,ChIJl-GAbqAPdkgRN3-tiqf-zbY,"Bishop's Ave, London SW6 6EE, UK",51.473984699999995,-0.2134629,TRUE,7,,,TRUE,,6,4.5,287,"Coffee quality is supported by positive mentions of the oat latte and excellent espresso drinks, though one review reports a long wait for a macchiato. The cafe is described as a warm, inviting oasis with friendly service and suitable for leisurely brunch, making it plausibly workable for a meeting. There is insufficient direct evidence about seating capacity, noise levels, or laptop use."
electric_coffee_co,Electric Coffee Co,ChIJkYdsXM4PdkgRq9iUccv7K0M,"75 Goldhawk Rd, London W12 8EH, UK",51.502068699999995,-0.2274007,TRUE,8,,7,TRUE,TRUE,8,4.6,458,"Coffee receives repeated strong praise, including excellent, fantastic, rich and bold, and spot-on; one review describes it as merely decent. The ambience is described as gentle, relaxing, and cozy, with one reviewer specifically calling it suitable for peaceful laptop work. A reviewer explicitly says it is perfect for meeting friends. No clear evidence establishes the amount or availability of seating."
amoret_coffee,Amoret Coffee,ChIJtfjDM0kPdkgRLiu0Sxjfkw8,"53 Pembridge Rd, London W11 3HG, UK",51.510791999999995,-0.1975809,TRUE,9,4,4,FALSE,,4,4.4,385,"Coffee quality is supported by repeated strong praise, including descriptions such as “exceptional,” “exquisite,” “best coffee in the city,” and consistently excellent single-origin and roasted coffee. Seating appears limited: one review calls the cafe small, with four upstairs tables and a bench. The touristy street, crowds, and imperfect acoustics suggest it may not be especially quiet or ideal for conversation, though it remains workable for a short meeting. There is insufficient evidence about laptop use."
coffee_plant,Coffee Plant,ChIJhbnj7R0QdkgRJjI9sGvzreM,"180 Portobello Rd, London W11 2EB, UK",51.5157917,-0.204675,TRUE,8,5,5,TRUE,TRUE,6,4.2,443,"Coffee quality is described as consistently excellent, perfectly brewed and full of flavour, with good coffee and a wide range of beans also noted. Seating and atmosphere are mixed: one review calls the space bright, modern and suitable for relaxing or catching up, while another says it is really busy and not inviting for sitting in. The atmosphere is described as chilled, but the cafe is also reported as busy and uncomfortably hot during a heatwave. One review explicitly says it is good for getting work done, supporting laptop suitability. It appears workable for a meeting, though crowding may reduce comfort."
hermanos_colombian_coffee_roasters,Hermanos Colombian Coffee Roasters,ChIJyROk5nAbdkgRUCf2kZIfNh0,"Pancras Rd, London N1C 4TB, UK",51.5312128,-0.12492710000000001,TRUE,7,,,FALSE,,,4.5,270,"Coffee quality has clear positive evidence: reviewers describe distinctive citrusy/nutty beans, a great flat white, and nice or good coffee. However, there are mixed comments about speed, a powdery mocha, and value. The reviews provide insufficient evidence about seating, noise level, laptop use, or suitability for meetings."
lift_coffee,LIFT Coffee,ChIJL36eoKEPdkgRApb5DnRGQ7Y,"133 Kensington Church St, London W8 7LP, UK",51.5074745,-0.1949041,TRUE,8,6,,TRUE,TRUE,7,4.7,718,"Repeated strong praise for the coffee, including an excellent house blend, well-balanced drinks, a skillfully textured flat white, and distinctive V60 notes. Seating is described as cosy downstairs with coffee tables along the walls, plus an outdoor bench, though overall capacity is not clear. The café is repeatedly described as cosy and comfortable, supporting meetings, but there is insufficient evidence to score its general noise level. One reviewer explicitly returned to work on a laptop and felt comfortable staying."
guillam_coffee_house,Guillam Coffee House,ChIJY1TR97gFdkgRGF4CWyWhGgo,"Smithson Tower, 25 St James's St, London SW1A 1HA, UK",51.506890999999996,-0.1388121,TRUE,8,,7,TRUE,,8,4.9,180,"Reviews give clear positive evidence for coffee, including a claim of exceptionally good specialty coffee and positive comments on drinks. One review describes the cafe as calm and suitable for a catch-up. Another explicitly calls it a great place for a business meeting. There is no specific evidence about seating capacity or laptop use."
the_hatch_specialty_coffee,The Hatch Specialty Coffee,ChIJL5Q8AfAPdkgRjuKjIkT1Vlw,"21 Notting Hill Gate, London W11 3JQ, UK",51.509239,-0.19443510000000003,TRUE,7,3,,,,3,4.8,12,"Coffee receives repeated positive comments, especially for the Americano and barista preparation, though one review calls it only okay. Reviews consistently describe a small, hole-in-the-wall or quick-stop space, suggesting limited seating and poor suitability for a sit-down meeting. There is no clear evidence about noise levels or laptop use."
kuro_coffee,KURO Coffee,ChIJ6XuM3LgPdkgRyZVYPiLEBrs,"3 Hillgate St, London W8 7SP, UK",51.508589699999995,-0.1976056,TRUE,7,4,6,TRUE,TRUE,6,4.4,559,"Reviews consistently describe the coffee, lattes, mocha and pastries positively, though not as exceptional. Seating appears limited: the cafe is described as very small with bench seating, and the main area can feel cramped when busy. A relatively quiet, cozy second floor is specifically praised and described as suitable for relaxing or working, supporting laptop-friendliness. The quieter upstairs area makes meetings workable, but crowding and limited space reduce suitability."
equivalence_coffee,Equivalence Coffee,ChIJ8-QvGesRdkgRhafJHNFl4oo,"212 Kensington Park Rd, London W11 1NR, UK",51.5162748,-0.2061929,TRUE,8,7,4,TRUE,FALSE,6,4.6,327,"Reviews repeatedly praise the coffee as expertly made, rich, balanced, high quality and inventive, though one reviewer found the flat white merely okay. Indoor and outdoor seating, wooden pews and inviting furniture suggest good seating options. The atmosphere is often described as calm and relaxing, but one review reports loud, unadjustable music, so quietness is mixed. A clear no-laptop policy makes it unsuitable for laptop work. Its attractive, cozy setting supports meetings, but the loud music and mixed experience prevent a higher meeting score."
toki,Toki,ChIJ2YzQCQAFdkgRxn2ZUkkCGYc,"50 Harrington Rd, South Kensington, London SW7 3ND, UK",51.494001499999996,-0.1783875,TRUE,,2,,,,3,5,55,"Reviews are strongly positive about matcha and other drinks, but provide no meaningful evidence about coffee quality specifically. The cafe is described as tiny with limited seating and shares space with a salon, making it a poor choice for a sit-down meeting. There is insufficient evidence about noise levels or laptop suitability."
filo_coffee,Filo Coffee,ChIJx9HIFgcFdkgRa_72Gio9T8E,"19 Bute St, South Kensington, London SW7 3EY, UK",51.4936167,-0.1764993,TRUE,8,,7,TRUE,,7,4.7,1258,"Reviews repeatedly describe the coffee as great, delicious, and high-quality, including specifically praised lattes. The atmosphere is described as cozy and suitable for relaxing, with comfortable chairs and welcoming service, supporting a generally calm and meeting-friendly setting. There is not enough evidence about seating capacity or laptop use."
laura_todd_artisanal_cookies_and_specialty_coffee,Laura Todd - Artisanal Cookies & Specialty Coffee,ChIJ9xpeYwAFdkgRXTEB1Xk7gdQ,"Gloucester Road Underground Station, 136 Gloucester Rd, South Kensington, London SW7 4SF, UK",51.494223899999994,-0.1827414,TRUE,7,,,,,,4.9,124,"One reviewer gives strong positive feedback on the flat white, calling it tasty and strong, while another found the ube latte underwhelming. The evidence supports generally good but mixed coffee quality. Reviews praise the atmosphere, cookies, and service, but provide no reliable information about seating capacity, noise levels, laptop use, or suitability for meetings."
party_at_pavilion_by_the_roasting_party,Party At Pavilion by The Roasting Party,ChIJcWMn_RUFdkgRGC0cSPEsvTk,"253 Pavilion Rd, London SW1X 0BP, UK",51.493238999999996,-0.1586321,TRUE,7,,3,TRUE,,4,4.4,604,"Coffee receives mostly positive comments, including “excellent” and “10/10” reviews, though one reviewer found the beans average. The cafe is described as small with outdoor seating, but there is not enough evidence to rate seating capacity reliably. Queues and reported indoor/outdoor chaos suggest it is often hectic rather than quiet. A cosy atmosphere supports meeting potential somewhat, but queues and crowding make it only moderately suitable. No clear evidence addresses laptop use."
stillroom_chelsea,Stillroom Chelsea,ChIJOVYeegAFdkgRybP14OGm7BA,"55 Old Church St, London SW3 5BS, UK",51.484843999999995,-0.1725448,TRUE,8,8,8,,TRUE,8,4.9,48,"Reviews repeatedly praise the coffee, including cappuccino, latte and coffee described as “on point” or “amazing.” Multiple reviewers mention spacious seating, lots of space and a large, tidy venue. The cafe is described as calm and peaceful, with a pleasant atmosphere. One reviewer explicitly says it enabled working on a laptop, while others describe it as comfortable for conversation and spending time."
the_blend_king_s_road,The Blend - King's Road,ChIJEYEpIYcFdkgRr6WvYBbZDSE,"67 King's Rd, London SW3 4NT, UK",51.4894277,-0.1635814,TRUE,,,,FALSE,,,4.5,596,
kaffeine,Kaffeine,ChIJ6dpmcCsbdkgR0wcDN3XFut0,"15 Eastcastle St, London W1T 3AY, UK",51.5168536,-0.1371591,TRUE,,,,TRUE,,,4.6,1316,
attendant_coffee_roasters_fitzrovia,Attendant Coffee Roasters Fitzrovia,ChIJT3lsCSobdkgRsmpQbI2yp5w,"27A Foley St, London W1W 6DY, UK",51.5192293,-0.140675,TRUE,,,,TRUE,,,4.7,1744,
workshop_coffee_marylebone,Workshop Coffee Marylebone,ChIJz5GDUh8bdkgRazMn9hzzxDU,"6 Thayer St, London W1U 3JQ, UK",51.5177708,-0.15161300000000003,TRUE,,,,FALSE,,,4.5,282,
special_guests,Special Guests,ChIJNTRGKAAbdkgR7xL7If_TBLQ,"8 Aybrook St, London W1U 4AW, UK",51.5191276,-0.1528896,TRUE,,,,,,,4.7,516,
h_r_higgins,H.R. Higgins,ChIJDbyJEC0FdkgRstNqqS95-cE,"79 Duke St, London W1K 5AS, UK",51.51311760000001,-0.1505713,TRUE,,,,,,,4.5,833,
queens_of_mayfair,Queens of Mayfair,ChIJreQrKccFdkgRYqmyK8vvnSg,"17 Queen St, London W1J 5PH, UK",51.5072954,-0.14735969999999998,TRUE,,,,TRUE,,,4.6,924,
nostos_coffee_st_james_s,Nostos Coffee St James's,ChIJY2OfyxMFdkgRkAlRiY5hhUs,"6 Orchard Pl, London SW1H 0BF, UK",51.4986733,-0.1333018,TRUE,,,,TRUE,,,4.7,652,
guillam_coffee_house_st_james,Guillam Coffee House - St James,ChIJY1TR97gFdkgRGF4CWyWhGgo,"Smithson Tower, 25 St James's St, London SW1A 1HA, UK",51.506890999999996,-0.1388121,TRUE,,,,TRUE,,,4.9,180,
nowhere_dark_arts_aries,Nowhere - Dark Arts @ Aries,ChIJ20UoIPEFdkgRTNZwbCHw1jo,"13 Bridle Ln, London W1F 9BT, UK",51.5121149,-0.1364919,TRUE,,,,,,,4.8,82,
hideaway_coffee_house,Hideaway Coffee House,ChIJQVuAyHwFdkgRRONXLgGXyGA,"7 Farrier's Psge, London W1D 7DP, UK",51.511337499999996,-0.1352386,TRUE,,,,TRUE,,,4.8,1297,
oma_coffee_roaster,oma Coffee Roaster,ChIJx-vKx04bdkgReq3CiZyPaWE,"35 Eastcastle St, London W1W 8DW, UK",51.516549,-0.1390101,TRUE,,,,,,,4.7,213,
treelogy_speciality_coffee_paddington,Treelogy Speciality Coffee Paddington,ChIJO-Iq7csbdkgRo9PlaYFsqGI,"50 Eastbourne Terrace, London W2 6LG, UK",51.515363199999996,-0.17699930000000003,TRUE,,,,FALSE,,,4.7,842,
so_cafe_london,SO Cafe London,ChIJQZ-VSLAbdkgRkBkUeNJDnwY,"Maida Vale Station, Forecourt, Randolph Ave., London W9 1JS, UK",51.5298564,-0.18579700000000002,TRUE,,,,TRUE,,,4.9,581,
abol_coffee,Abol Coffee,ChIJNUt8DwAFdkgRerylb3V78Y0,"Spc House, 1 Kemble St, London WC2B 4AN, UK",51.514743499999994,-0.1194085,TRUE,,,,,,,4.9,96,
rosslyn_coffee_leadenhall_market,Rosslyn Coffee Leadenhall Market,ChIJU1uiihQDdkgRNO48T2LAHZc,"Leadenhall Market, 15-18 Lime St, London EC3M 7AN, UK",51.512244499999994,-0.08337979999999999,TRUE,,,,TRUE,,,4.9,247,
rosslyn_coffee_liverpool_street_station,Rosslyn Coffee Liverpool Street Station,ChIJn5pH8I8ddkgRTthMdgucKAA,"74-75 Old Broad St, London EC2M 1QT, UK",51.517278600000004,-0.08309690000000002,TRUE,,,,,,,5,28,
daku_coffee_monument,Daku Coffee Monument,ChIJmfnc6rEDdkgRqxXiX2hVE8w,"24 Monument St, London EC3R 8AJ, UK",51.50994,-0.0858536,TRUE,,,,TRUE,,,4.7,135,
the_fleet_street_press,The Fleet Street Press,ChIJ7bbVobQEdkgRITbFGuray3E,"3 Fleet St, Temple, London EC4Y 1AU, UK",51.5136287,-0.11160819999999999,TRUE,,,,,,,4.5,608,
tattle_coffee_house_st_pauls,Tattle Coffee House - St Pauls,ChIJ53lYaB0FdkgR6U8NALDbKrQ,"3, 5 Ludgate Hill, London EC4M 7AA, UK",51.5136868,-0.101188,TRUE,,,,,,,4.4,348,
curators_coffee_studio,Curators Coffee Studio,ChIJvbgifFIDdkgRG0OloBcA7kA,"9A Cullum St, London EC3M 7JJ, UK",51.5120832,-0.0825571,TRUE,,,,TRUE,,,4.7,594,
colonna_and_small_s,Colonna & Small's,ChIJ1YfLVmYbdkgR7JZLGNrvbS4,"96a Leather Ln, London EC1N 7TX, UK",51.52163290000001,-0.10995189999999999,TRUE,,,,,,,4.9,236,
nine_bars_coffee,Nine Bars Coffee,ChIJ_2F_MMwbdkgRTftitjjQgPg,"4 Gate St, London WC2A 3HP, UK",51.5170217,-0.1186695,TRUE,,,,TRUE,,,4.9,155,
oba_coffee,OBA Coffee,ChIJ5fZYHhAddkgR4RYjC0jEkkQ,"1 Basinghall Ave, London EC2V 5DD, UK",51.5168481,-0.09092449999999999,TRUE,,,,,,,4.9,48,
newton_s_coffee,Newton's Coffee,ChIJa40tVwADdkgRBLYjftOp_dA,"10-13 Lombard Street, St Mary, Woolnoth, London EC3V 9AN, UK",51.5128394,-0.0881411,TRUE,,,,TRUE,,,4.9,115,
cyb_coffee_haus,CYB Coffee Haus,ChIJszxReUkDdkgRJz2UDivj0cA,"Providian House, London EC3R 8AJ, UK",51.509392899999995,-0.0859881,TRUE,,,,,,,4.9,15,
grey_crane,Grey Crane,ChIJt4FO84AbdkgR8rIvlRFgUmY,"316 St John St, London EC1V 4NT, UK",51.5287946,-0.10442549999999999,TRUE,,,,TRUE,,,5,184,
clerkenwell_kiosk,Clerkenwell Kiosk,ChIJGSPxp3AbdkgR6UbUYHCCQgI,"Park Rangers' Hut St James's Churchyard, London EC1R 0EA, UK",51.523874899999996,-0.1052713,TRUE,,,,TRUE,,,5,100,
sendero_specialty_coffee_brixton,Sendero Specialty Coffee Brixton,ChIJdRyTKQ0FdkgRQkgiNJ1n388,"1 Atlantic Rd, London SW9 8HX, UK",51.46329540000001,-0.11464049999999999,TRUE,,,,TRUE,,,4.4,147,
federation_coffee,Federation Coffee,ChIJF0CUcSobdkgRM2Mz_ZJTXgM,"66 Great Titchfield St., London W1W 7QJ, UK",51.5184664,-0.1404,TRUE,,,,TRUE,,,4.6,2261,
stoop_coffee_specialty_coffee,Stoop Coffee - Specialty Coffee,ChIJZdNpGHoFdkgRP-tD3tnhy_g,"1B Hinton Rd, London SE24 0HJ, UK",51.4655437,-0.102677,TRUE,,,,,,,4.9,47,
naked_rabbit,Naked Rabbit,ChIJ00NAnp0FdkgRytyoXyNd9X8,"25 Clapham Common South Side, London SW4 7AB, UK",51.4607919,-0.1390537,TRUE,,,,TRUE,,,4.8,100,
sw_camel_coffee_shop,SW Camel Coffee Shop,ChIJXdYOw7cHdkgR_BwJcHW_4qo,"302 Streatham High Rd, London SW16 6HG, UK",51.4278209,-0.1312371,TRUE,,,,,,,5,27,
the_coffee_cabin,The Coffee Cabin,ChIJUSUmEBMFdkgRhJv7qMPA05w,"Streatham Hill, London SW2 4SA, UK",51.4382477,-0.1270532,TRUE,,,,,,,4.5,23,
calico_coffee,Calico Coffee,ChIJcw5v_YMFdkgRK4VGbLvpCJ0,"Unit C, 101 Lower Marsh, London SE1 7AB, UK",51.501252099999995,-0.1120692,TRUE,,,,,,,4.7,516,
kennington_lane_cafe,Kennington Lane Cafe,ChIJl381_ewEdkgRICMBqcXSYR4,"383 Kennington Ln, London SE11 5QY, UK",51.4860873,-0.12106179999999998,TRUE,,,,TRUE,,,4.9,12153,
