id,name,google_place_id,address,latitude,longitude,independent,coffee_quality,seating,quiet,outdoor_seating,laptop_friendly,meeting_suitability,google_rating,google_review_count
pophams_islington,Pophams Islington,,,,,TRUE,,,,,,,,
positive_charge_coffee,Positive Charge Coffee,,,,,TRUE,,,,,,,,
selv_roastery,SELV Roastery,,,,,TRUE,,,,,,,,
toconoco,Toconoco,,,,,TRUE,,,,,,,,
southpaw_coffee,Southpaw Coffee,,,,,TRUE,,,,,,,,
first_light_coffee_co,First Light Coffee Co.,,,,,TRUE,,,,,,,,
gramos_coffee_bar,Gramos Coffee Bar,,,,,TRUE,,,,,,,,
news_and_coffee,News & Coffee,,,,,TRUE,,,,,,,,
ink_84_books,Ink@84 Books,,,,,TRUE,,,,,,,,
pedlar_coffee,Pedlar Coffee,,,,,TRUE,,,,,,,,
buna_brew,Buna Brew,,,,,TRUE,,,,,,,,
suda_coffee_pencil,Suda Coffee Pencil,,,,,TRUE,,,,,,,,
the_hut_by_the_heath,The Hut by The Heath,,,,,TRUE,,,,,,,,
ayla_coffee,Ayla Coffee,,,,,TRUE,,,,,,,,
bloomsbury_coffee_co,Bloomsbury Coffee Co.,,,,,TRUE,,,,,,,,
bossa_coffee_bar,Bossa Coffee Bar,,,,,TRUE,,,,,,,,
coffeehead,COFFEEhead,,,,,TRUE,,,,,,,,
early_bees_coffee_holborn,Early Bees Coffee Holborn,,,,,TRUE,,,,,,,,
espressobase,EspressoBase,,,,,TRUE,,,,,,,,
food_room,Food Room,,,,,TRUE,,,,,,,,
froth_coffee,Froth Coffee,,,,,TRUE,,,,,,,,
glass_coffee,Glass Coffee,,,,,TRUE,,,,,,,,
camden_coffee_roastery,Camden Coffee Roastery,,,,,TRUE,,,,,,,,
doppio_coffee_warehouse,Doppio Coffee Warehouse,,,,,TRUE,,,,,,,,
elsewhere_coffee,Elsewhere Coffee,,,,,TRUE,,,,,,,,
running_late_coffee,Running Late Coffee,,,,,TRUE,,,,,,,,
lodestar_coffee,Lodestar Coffee,,,,,TRUE,,,,,,,,
sons,sons,,,,,TRUE,,,,,,,,
climpson_and_sons,Climpson & Sons,,,,,TRUE,,,,,,,,
pophams_hackney,Pophams Hackney,,,,,TRUE,,,,,,,,
215_hackney,215 Hackney,,,,,TRUE,,,,,,,,
the_snapery_east,The Snapery East,,,,,TRUE,,,,,,,,
wilton_way_cafe,Wilton Way Cafe,,,,,TRUE,,,,,,,,
esters,Esters,,,,,TRUE,,,,,,,,
batch_baby,Batch Baby,,,,,TRUE,,,,,,,,
paradox_design_coffee,Paradox Design + Coffee,,,,,TRUE,,,,,,,,
petit_grind,Petit Grind,,,,,TRUE,,,,,,,,
monmouth_coffee_company_borough_market,Monmouth Coffee Company Borough Market,,,,,TRUE,,,,,,,,
saint_nine_coffee,Saint Nine Coffee,,,,,TRUE,,,,,,,,
the_gentlemen_baristas_park_street,The Gentlemen Baristas Park Street,,,,,TRUE,,,,,,,,
old_spike_peckham,Old Spike Peckham,,,,,TRUE,,,,,,,,
nola_coffee,Nola Coffee,,,,,TRUE,,,,,,,,
goodcup,Goodcup,,,,,TRUE,,,,,,,,
aazhii_coffee,Aazhii Coffee,,,,,TRUE,,,,,,,,
cotton_s_coffee,Cotton's Coffee,,,,,TRUE,,,,,,,,
ukkei_coffee_brew_bar,Ukkei - Coffee Brew Bar,,,,,TRUE,,,,,,,,
the_meeting_house,The Meeting House,,,,,TRUE,,,,,,,,
lomond_coffee_roasters,Lomond Coffee Roasters,,,,,TRUE,,,,,,,,
lumberjack,Lumberjack,,,,,TRUE,,,,,,,,
south_london_louie,South London Louie,,,,,TRUE,,,,,,,,
the_patio,The Patio,,,,,TRUE,,,,,,,,
holy_shot_coffee,Holy Shot Coffee,,,,,TRUE,,,,,,,,
la_tostadora_roastery_coffee,La Tostadora Roastery + Coffee,,,,,TRUE,,,,,,,,
paper_and_cup,Paper & Cup,,,,,TRUE,,,,,,,,
longshot_coffee,Longshot Coffee,,,,,TRUE,,,,,,,,
urban_baristas_wapping,Urban Baristas Wapping,,,,,TRUE,,,,,,,,
white_mulberries,White Mulberries,,,,,TRUE,,,,,,,,
mae_harvey,Mae + Harvey,,,,,TRUE,,,,,,,,
the_peanut_vendor,The Peanut Vendor,,,,,TRUE,,,,,,,,
zealand_road,Zealand Road,,,,,TRUE,,,,,,,,
640east_wood_wharf,640East Wood Wharf,,,,,TRUE,,,,,,,,
eleventh_hour_cafe,Eleventh Hour Cafe,,,,,TRUE,,,,,,,,
nude_coffee_roasters,Nude Coffee Roasters,,,,,TRUE,,,,,,,,
potter_and_reid,Potter & Reid,,,,,TRUE,,,,,,,,
yellow_ladder_coffee,Yellow Ladder Coffee,,,,,TRUE,,,,,,,,
